mindate,maxdate,name,datacoverage,id
1950-01-01,2024-07-31,"Port Gentil, GB",0.9397,CITY:GB000002
1936-01-01,2024-07-31,"Bat'umi, GG",0.9907,CITY:GG000001
1977-04-01,1992-07-31,"Sokhumi, GG",0.989,CITY:GG000002
1881-01-01,2024-07-31,"T'Bilisi, GG",1,CITY:GG000003
1942-09-07,2024-07-31,"Accra, GH",0.998,CITY:GH000001
1973-01-01,2024-07-31,"Ho, GH",0.5627,CITY:GH000004
1973-03-20,2024-07-31,"Koforidua, GH",0.4612,CITY:GH000005
1973-01-01,2024-07-31,"Kumasi, GH",1,CITY:GH000006
1973-01-01,2024-07-31,"Sekondi, GH",1,CITY:GH000007
1977-11-01,2024-07-31,"Sunyani, GH",0.3905,CITY:GH000008
1973-01-01,2024-07-31,"Tamale, GH",0.4286,CITY:GH000009
1973-02-01,2024-07-31,"Wa, GH",0.9819,CITY:GH000010
1876-01-01,2024-07-31,"Berlin, GM",1,CITY:GM000001
1905-01-01,2024-07-31,"Bonn, GM",1,CITY:GM000002
1890-01-01,2024-07-31,"Bremen, GM",1,CITY:GM000003
1893-11-01,2024-06-29,"Bremerhaven, GM",1,CITY:GM000004
1905-01-01,2024-07-31,"Cologne, GM",1,CITY:GM000005
1880-01-01,2024-06-29,"Dortmund, GM",1,CITY:GM000006
1905-05-01,2024-07-31,"Dresden, GM",1,CITY:GM000007
1931-01-01,2024-07-31,"Duisburg, GM",1,CITY:GM000008
1931-01-01,2024-07-31,"Dusseldorf, GM",1,CITY:GM000009
1890-05-01,2024-07-31,"Erfurt, GM",1,CITY:GM000010
1931-01-01,2024-07-31,"Essen, GM",1,CITY:GM000011
1870-01-01,2024-07-31,"Frankfurt, GM",1,CITY:GM000012
1891-01-01,2024-07-31,"Hamburg, GM",1,CITY:GM000013
1931-01-01,2024-07-31,"Hannover, GM",1,CITY:GM000014
1935-01-01,2024-06-29,"Kiel, GM",1,CITY:GM000015
1863-12-01,2024-07-31,"Leipzig, GM",1,CITY:GM000016
1881-01-01,2024-06-29,"Magdeburg, GM",0.9867,CITY:GM000017
1884-07-01,2024-07-31,"Mainz, GM",1,CITY:GM000018
1879-01-01,2024-07-31,"Munich, GM",1,CITY:GM000019
1893-01-01,2024-06-29,"Potsdam, GM",1,CITY:GM000020
1948-01-01,2024-07-31,"Saarbrucken, GM",1,CITY:GM000021
1890-01-01,2024-06-29,"Schwerin, GM",0.9815,CITY:GM000022
1887-12-01,2024-07-31,"Stuttgart, GM",1,CITY:GM000023
1884-07-01,2024-07-31,"Wiesbaden, GM",1,CITY:GM000024
1955-01-01,2024-07-31,"Athens, GR",1,CITY:GR000001
1998-01-01,2004-12-31,"Ioannina, GR",1,CITY:GR000002
1955-01-01,2024-07-31,"Iraklion, GR",1,CITY:GR000003
1955-01-01,2024-07-31,"Larisa, GR",1,CITY:GR000004
1955-01-01,2024-07-31,"Piraeus, GR",0.9993,CITY:GR000006
1964-01-01,2024-07-31,"Thessaloniki, GR",1,CITY:GR000007
1979-01-01,1993-09-30,"Guatemala, GT",0.9888,CITY:GT000004
1940-01-01,2024-07-31,"Conakry, GV",0.9912,CITY:GV000001
1944-10-01,2024-07-31,"Kankan, GV",0.9703,CITY:GV000002
1945-01-01,2024-07-31,"Kindia, GV",0.9994,CITY:GV000003
1975-09-01,2024-07-31,"Nzerekore, GV",1,CITY:GV000004
1941-08-25,2024-07-29,"Georgetown, GY",0.9819,CITY:GY000001
1973-06-05,2024-07-31,"La Ceiba, HO",0.9434,CITY:HO000002
1957-07-01,2024-07-31,"San Pedro Sula, HO",1,CITY:HO000003
1957-07-01,2024-07-31,"Tegucigalpa, HO",1,CITY:HO000004
1947-12-01,2021-12-31,"Rijeka, HR",1,CITY:HR000001
1860-12-01,2024-07-31,"Zagreb, HR",1,CITY:HR000002
1901-01-01,2024-06-29,"Budapest, HU",1,CITY:HU000002
1901-01-01,2024-07-31,"Debrecen, HU",1,CITY:HU000003
1952-01-01,2024-05-02,"Miskolc, HU",0.7665,CITY:HU000008
1901-01-01,2024-07-31,"Pecs, HU",1,CITY:HU000010
1901-01-01,2024-05-02,"Szeged, HU",1,CITY:HU000011
1901-01-01,2024-06-29,"Szombathely, HU",1,CITY:HU000014
1941-09-01,2024-07-31,"Reykjavik, IC",1,CITY:IC000001
1956-01-01,2024-07-31,"Ambon, ID",0.6973,CITY:ID000001
1962-10-08,2024-07-31,"Balikpapan, ID",0.7601,CITY:ID000002
1973-01-12,2024-07-31,"Banda Aceh, ID",0.8904,CITY:ID000003
1962-10-01,2024-07-31,"Bandjermasin, ID",0.9819,CITY:ID000004
1973-01-12,2024-07-31,"Bengkulu, ID",0.9973,CITY:ID000006
1962-10-06,2024-07-31,"Denpasar, ID",0.9973,CITY:ID000007
1973-01-12,2024-07-31,"Jakarta, ID",1,CITY:ID000008
1973-01-11,2024-07-31,"Jambi, ID",0.9819,CITY:ID000009
1980-01-01,2024-07-31,"Jayapura, ID",0.9819,CITY:ID000010
1957-09-16,2024-07-31,"Kupang, ID",0.9819,CITY:ID000011
1958-04-01,2024-07-31,"Makassar, ID",1,CITY:ID000012
1961-11-01,2024-07-31,"Manado, ID",1,CITY:ID000013
1974-04-01,2024-07-31,"Mataram, ID",1,CITY:ID000014
1958-10-01,2024-07-31,"Medan, ID",0.9819,CITY:ID000015
1973-01-13,2021-06-09,"Padang, ID",0.8675,CITY:ID000016
1962-05-01,2024-07-31,"Palembang, ID",0.9307,CITY:ID000017
1959-12-01,2024-07-31,"Palu, ID",0.9973,CITY:ID000018
1973-01-13,2024-07-31,"Pontianak, ID",0.9285,CITY:ID000019
1979-08-01,2024-07-31,"Samarinda, ID",0.9973,CITY:ID000020
1957-08-01,2024-07-31,"Semarang, ID",0.9819,CITY:ID000021
1949-05-16,2024-07-31,"Surabaja, ID",0.9925,CITY:ID000022
1973-01-12,2024-07-31,"Tanjungkarang-Telukbetung, ID",0.9195,CITY:ID000023
1901-01-01,2024-07-31,"Agartala, IN",0.9422,CITY:IN000001
1901-01-01,2024-07-31,"Ahmadabad, IN",1,CITY:IN000002
1901-01-01,1959-12-31,"Aizawl, IN",0.984,CITY:IN000003
1901-01-01,2024-07-31,"Amritsar, IN",1,CITY:IN000004
1901-01-01,2024-07-31,"Bangalore, IN",1,CITY:IN000005
1906-08-01,2024-07-31,"Bhopal, IN",1,CITY:IN000006
1901-01-01,2024-07-31,"Bhubaneshwar, IN",1,CITY:IN000007
1901-01-01,2024-07-31,"Chandigarh, IN",1,CITY:IN000008
1901-01-01,2024-07-31,"Chennai, IN",1,CITY:IN000009
1901-01-01,1970-12-31,"Cochin, IN",1,CITY:IN000010
1901-01-01,2024-07-31,"Delhi, IN",1,CITY:IN000011
1901-01-01,2024-07-31,"Hyderabad, IN",1,CITY:IN000012
1901-01-01,2024-07-31,"Imphal, IN",1,CITY:IN000013
1901-01-01,2024-07-31,"Jaipur, IN",0.9991,CITY:IN000014
1901-01-01,1970-12-31,"Kanpur, IN",1,CITY:IN000015
1948-01-01,1970-12-31,"Kohima, IN",0.779,CITY:IN000016
1901-01-01,2024-11-14,"Kolkata, IN",1,CITY:IN000017
1901-01-01,2024-07-31,"Lucknow, IN",1,CITY:IN000018
1901-01-01,2024-07-31,"Madurai, IN",1,CITY:IN000019
1901-01-01,2024-07-31,"Mangalore, IN",1,CITY:IN000020
1901-01-01,2024-07-31,"Mumbai, IN",1,CITY:IN000021
1901-01-01,2024-07-31,"Nagpur, IN",1,CITY:IN000022
1901-01-01,2024-07-31,"New Delhi, IN",1,CITY:IN000023
1973-01-01,2024-07-31,"Panaji, IN",1,CITY:IN000024
1901-01-01,2024-07-31,"Patna, IN",1,CITY:IN000025
1901-01-01,2024-07-31,"Pondicherry, IN",0.9993,CITY:IN000026
1901-01-01,2024-07-31,"Port Blair, IN",0.9808,CITY:IN000027
1901-01-01,2024-07-31,"Pune, IN",1,CITY:IN000028
1901-01-01,2024-07-31,"Shillong, IN",0.998,CITY:IN000029
1901-01-01,2024-07-31,"Simla, IN",0.9993,CITY:IN000030
1901-01-01,2024-07-31,"Trivandrum, IN",1,CITY:IN000031
1901-01-01,2024-07-31,"Varanasi, IN",1,CITY:IN000032
1901-01-01,2024-07-31,"Vishakhapatnam, IN",0.9929,CITY:IN000033
1973-01-01,2024-07-31,"Ahvaz, IR",0.9599,CITY:IR000001
1943-10-18,2024-07-31,"Arak, IR",0.9753,CITY:IR000002
1948-09-01,2024-07-31,"Esfahan, IR",1,CITY:IR000003
1996-12-01,2014-04-01,"Hamadan, IR",0.9819,CITY:IR000004
1989-03-01,2014-03-01,"Ilam, IR",0.9898,CITY:IR000005
1951-01-01,2024-07-31,"Kerman, IR",0.9975,CITY:IR000006
1951-01-01,2024-07-31,"Kermanshah, IR",0.9936,CITY:IR000007
1973-01-01,2014-04-01,"Khorramabad, IR",0.9819,CITY:IR000008
1949-05-01,2024-07-31,"Mashhad, IR",1,CITY:IR000009
1950-01-01,2024-07-31,"Rasht, IR",1,CITY:IR000010
1973-01-01,2024-07-31,"Sanandaj, IR",0.9384,CITY:IR000011
1973-01-01,2024-07-31,"Semnan, IR",1,CITY:IR000013
1973-01-24,2024-07-31,"Shahr-E Kord, IR",1,CITY:IR000014
1951-01-01,2024-07-31,"Shiraz, IR",0.9987,CITY:IR000015
1951-01-01,2024-07-31,"Tabriz, IR",1,CITY:IR000016
1943-11-01,2024-07-31,"Tehran, IR",1,CITY:IR000017
1957-07-01,2024-07-31,"Yazd, IR",1,CITY:IR000018
1951-01-01,2024-07-31,"Zahedan, IR",0.9975,CITY:IR000019
1973-01-01,2024-07-31,"Zanjan, IR",0.9105,CITY:IR000020
1921-04-01,2024-07-31,"Beersheba, IS",1,CITY:IS000001
1908-11-01,2024-07-31,"Jerusalem, IS",1,CITY:IS000003
1939-10-01,2024-07-31,"Ramla, IS",1,CITY:IS000005
1939-10-01,2024-07-31,"Tel Aviv-Yafo, IS",1,CITY:IS000006
1813-01-01,2007-12-31,"Bologna, IT",1,CITY:IT000004
1943-11-01,2024-07-31,"Cagliari, IT",1,CITY:IT000005
1965-05-01,2024-07-31,"Campobasso, IT",0.9308,CITY:IT000006
1833-01-01,2008-12-31,"Genoa, IT",1,CITY:IT000009
1763-01-01,2024-07-31,"Milan, IT",1,CITY:IT000010
1944-04-01,2024-08-01,"Naples, IT",1,CITY:IT000011
1797-01-01,2009-01-11,"Palermo, IT",1,CITY:IT000012
1951-01-01,2024-07-31,"Rome, IT",1,CITY:IT000015
1893-01-01,2024-07-31,"Trento, IT",1,CITY:IT000016
1965-04-28,2024-07-31,"Trieste, IT",1,CITY:IT000017
1973-05-06,2024-07-31,"Turin, IT",0.9556,CITY:IT000018
1940-01-01,2024-07-31,"Abidjan, IV",1,CITY:IV000002
1973-01-01,2024-07-31,"Bondoukou, IV",0.9789,CITY:IV000005
1945-01-01,2024-07-31,"Bouake, IV",0.9699,CITY:IV000007
1978-07-01,2024-07-31,"Daloa, IV",0.9646,CITY:IV000008
1945-01-01,2024-07-31,"Dimbokro, IV",0.9802,CITY:IV000010
1945-01-01,1971-06-30,"Ferkessedougou, IV",0.9625,CITY:IV000012
1945-01-01,2024-07-31,"Gagnoa, IV",0.9837,CITY:IV000013
1973-01-01,2024-07-31,"Korhogo, IV",0.9819,CITY:IV000015
1945-01-01,2024-07-31,"Man, IV",0.9398,CITY:IV000016
1978-07-01,2024-07-31,"Yamoussoukro, IV",0.9986,CITY:IV000021
1943-12-01,2024-07-31,"Al Basrah, IZ",1,CITY:IZ000003
1956-01-01,2024-07-31,"Aomori, JA",1,CITY:JA000001
1949-01-01,2024-07-31,"Fukuoka, JA",1,CITY:JA000002
1949-01-01,2024-07-31,"Gifu, JA",1,CITY:JA000003
1951-01-01,2024-07-31,"Hiroshima, JA",1,CITY:JA000004
1949-01-01,2024-08-01,"Kawasaki, JA",1,CITY:JA000005
1949-01-01,2024-07-31,"Kita Kyushu, JA",1,CITY:JA000006
1949-01-01,2024-07-31,"Kobe, JA",1,CITY:JA000007
1945-10-31,2024-07-31,"Kyoto, JA",1,CITY:JA000008
1951-01-01,2024-07-31,"Nagasaki, JA",1,CITY:JA000009
1949-01-01,2024-07-31,"Nagoya, JA",1,CITY:JA000010
1945-09-01,2024-08-01,"Naha, JA",1,CITY:JA000011
1945-10-31,2024-07-31,"Osaka, JA",1,CITY:JA000012
1951-01-01,2024-11-14,"Sapporo, JA",1,CITY:JA000013
1951-01-01,2024-07-31,"Sendai, JA",1,CITY:JA000014
1951-01-01,2024-07-31,"Shimonoseki, JA",0.9987,CITY:JA000015
1949-01-01,2024-08-01,"Tokyo, JA",1,CITY:JA000016
1949-01-01,2024-08-01,"Yokohama, JA",1,CITY:JA000017
1941-12-22,2024-07-31,"Kingston, JM",0.9941,CITY:JM000001
1973-01-01,2024-07-31,"Montego Bay, JM",0.9981,CITY:JM000002
1941-12-22,2024-07-31,"Spanish Town, JM",0.9941,CITY:JM000003
1953-12-01,2024-07-31,"Al Mafraq, JO",1,CITY:JO000001
1953-12-01,2024-07-31,"Az Zarqa', JO",1,CITY:JO000004
1928-09-01,1933-11-30,"Irbid, JO",0.8587,CITY:JO000005
1957-01-01,2024-07-31,"Mombasa, KE",1,CITY:KE000003
1957-01-01,2024-07-31,"Nairobi, KE",1,CITY:KE000004
1936-01-01,2024-07-31,"Bishkek, KG",0.9998,CITY:KG000001
1881-09-01,1991-06-30,"Karakol, KG",0.9992,CITY:KG000002
1936-01-01,2024-07-31,"Osh, KG",1,CITY:KG000003
1957-02-01,2024-08-02,"Haeju, KN",1,CITY:KN000002
1957-02-01,2024-07-31,"Hyesan, KN",1,CITY:KN000004
1953-10-01,2024-08-02,"Kaesong, KN",1,CITY:KN000005
1950-10-24,2024-08-02,"P'yongyang, KN",1,CITY:KN000007
1996-03-11,2024-08-02,"Sariwon, KN",0.95,CITY:KN000008
1951-01-01,2024-07-31,"Sinuiju, KN",1,CITY:KN000009
1952-12-01,2024-08-02,"Wonsan, KN",1,CITY:KN000010
1951-04-01,2024-08-02,"Ch'unch'on, KS",1,CITY:KS000001
1951-02-01,2024-08-02,"Ch'ungju, KS",1,CITY:KS000002
1951-01-31,2024-07-31,"Cheju, KS",1,CITY:KS000003
1951-04-01,2024-08-02,"Chonju, KS",1,CITY:KS000004
1949-01-01,2024-08-02,"Inch`on, KS",1,CITY:KS000005
1953-11-01,2024-08-02,"Kwangju, KS",1,CITY:KS000006
1950-08-01,2024-08-02,"Pusan, KS",1,CITY:KS000007
1949-01-01,2024-08-02,"Seoul, KS",1,CITY:KS000008
1950-11-01,2024-08-02,"Taegu, KS",1,CITY:KS000009
1951-02-01,2024-08-02,"Taejon, KS",1,CITY:KS000010
1958-01-01,2024-07-31,"Kuwait, KU",0.9973,CITY:KU000001
1904-11-01,2024-07-31,"Aktyubinsk, KZ",0.9452,CITY:KZ000001
1915-05-01,2024-07-31,"Almaty, KZ",1,CITY:KZ000002
1881-01-01,2024-07-31,"Astana, KZ",0.9429,CITY:KZ000003
1881-01-01,2024-07-31,"Atyrau, KZ",0.9535,CITY:KZ000004
1936-01-01,2017-12-31,"Dzhambul, KZ",0.9231,CITY:KZ000005
1932-10-01,2024-07-31,"Karaganda, KZ",1,CITY:KZ000006
1895-02-01,2024-07-31,"Kokshetau, KZ",1,CITY:KZ000007
1902-08-01,2024-07-31,"Kostanay, KZ",0.9675,CITY:KZ000008
1933-01-01,2024-07-31,"Kyzylorda, KZ",0.8579,CITY:KZ000009
1933-01-01,2024-11-14,"Pavlodar, KZ",0.9649,CITY:KZ000010
1890-11-01,2024-07-31,"Petropavlovsk, KZ",0.9109,CITY:KZ000011
1901-11-01,2024-07-31,"Semipalatinsk, KZ",0.974,CITY:KZ000012
1948-01-01,2024-07-31,"Shymkent, KZ",0.9991,CITY:KZ000013
1959-01-01,1998-03-31,"Taldykorgan, KZ",0.9819,CITY:KZ000014
1900-01-01,2024-07-31,"Ural'sk, KZ",0.9473,CITY:KZ000015
1977-06-01,1991-12-31,"Ust'-Kamenogorsk, KZ",0.9371,CITY:KZ000016
1948-03-01,2024-07-31,"Zhezkazgan, KZ",0.9302,CITY:KZ000017
1951-01-01,2024-07-31,"Savannakhet, LA",1,CITY:LA000001
1950-06-01,2024-07-31,"Vientiane, LA",1,CITY:LA000002
1912-01-01,2024-07-31,"Beirut, LE",1,CITY:LE000001
1931-09-01,2024-07-19,"Tripoli, LE",1,CITY:LE000003
1912-01-01,2023-08-07,"Zahle, LE",0.9819,CITY:LE000004
1943-01-01,2024-07-31,"Riga, LG",1,CITY:LG000001
1881-01-01,2024-07-31,"Vilnius, LH",0.9663,CITY:LH000001
1942-07-06,2024-07-31,"Monrovia, LI",1,CITY:LI000001
1952-01-01,2024-07-31,"Banska Bystrica, LO",1,CITY:LO000001
1951-01-01,2024-07-31,"Kosice, LO",1,CITY:LO000003
1906-10-01,1997-10-31,"Mafeteng, LT",0.9875,CITY:LT000001
1879-05-01,1997-11-30,"Maseru, LT",1,CITY:LT000002
1947-01-01,2024-07-31,"Luxembourg, LU",1,CITY:LU000001
1924-01-01,2011-03-14,"Ajdabiya, LY",0.7394,CITY:LY000001
1990-06-01,2024-07-31,"Al Khums, LY",1,CITY:LY000002
1922-10-01,2024-07-31,"Benghazi, LY",0.9996,CITY:LY000003
1928-01-01,2024-01-15,"Darnah, LY",1,CITY:LY000004
1925-05-01,2024-07-31,"Misratah, LY",0.7727,CITY:LY000005
1916-01-01,2014-07-13,"Tripoli, LY",1,CITY:LY000006
1973-01-01,2024-07-31,"Antananarivo, MA",1,CITY:MA000001
1973-01-01,2024-07-31,"Antsiranana, MA",1,CITY:MA000002
1973-02-01,2023-12-22,"Fianarantsoa, MA",0.9461,CITY:MA000003
1973-01-01,2024-07-31,"Mahajanga, MA",0.9973,CITY:MA000004
1973-01-01,2024-07-31,"Toamasina, MA",0.9924,CITY:MA000005
1973-01-01,2024-02-09,"Toliara, MA",0.8499,CITY:MA000006
1958-12-01,2024-08-01,"Fort-De-France, MB",1,CITY:MB000001
1886-11-01,2024-07-31,"Chisinau, MD",0.9968,CITY:MD000001
1973-01-01,2024-07-31,"Mamoutzou, MF",1,CITY:MF000001
1956-08-01,2024-07-31,"Ulaanbaatar, MG",1,CITY:MG000002
1939-01-01,2024-07-31,"Blantyre, MI",0.9937,CITY:MI000001
1940-01-01,2015-06-14,"Lilongwe, MI",0.998,CITY:MI000002
2001-09-01,2024-07-31,"Podgorica, MJ",1,CITY:MJ000001
2001-11-14,2024-07-31,"Skopje, MK",1,CITY:MK000001
1975-01-01,2024-07-31,"Bamako, ML",0.9899,CITY:ML000001
1957-07-01,2024-07-31,"Gao, ML",0.9992,CITY:ML000002
1957-07-01,2024-07-31,"Kayes, ML",0.9986,CITY:ML000003
1957-07-01,2024-07-31,"Mopti, ML",1,CITY:ML000004
1957-07-01,2024-07-31,"Segou, ML",1,CITY:ML000005
1957-07-01,2024-07-31,"Sikasso, ML",1,CITY:ML000006
1942-11-21,2024-07-31,"Casablanca, MO",1,CITY:MO000002
1943-01-19,2024-07-31,"Marrakech, MO",1,CITY:MO000004
1957-01-01,2024-07-31,"Meknes, MO",1,CITY:MO000005
1910-01-01,2024-07-31,"Oujda, MO",0.9973,CITY:MO000006
1943-01-01,2024-07-31,"Rabat, MO",1,CITY:MO000007
1961-01-01,2024-07-31,"Port Louis, MP",0.9985,CITY:MP000001
1940-01-01,2024-07-31,"Nouadhibou, MR",0.9819,CITY:MR000001
1945-01-01,2023-07-25,"Nouakchott, MR",0.9989,CITY:MR000002
1983-01-01,2024-07-31,"Muscat, MU",1,CITY:MU000001
1945-06-01,2024-07-31,"Acapulco, MX",1,CITY:MX000001
1926-06-26,2024-07-31,"Aguascalientes, MX",1,CITY:MX000002
1952-01-01,2024-07-31,"Campeche, MX",0.9853,CITY:MX000003
1952-08-01,2024-07-31,"Chetumal, MX",1,CITY:MX000004
1952-03-01,2024-11-14,"Chihuahua, MX",1,CITY:MX000005
1953-05-12,2024-07-30,"Chilpancingo De Los Bravo, MX",1,CITY:MX000006
1942-01-01,2024-07-31,"Ciudad Victoria, MX",1,CITY:MX000007
1921-01-01,2024-07-31,"Colima, MX",1,CITY:MX000008
1923-05-01,2024-07-31,"Cuernavaca, MX",1,CITY:MX000009
1944-08-01,2024-07-31,"Culiacan, MX",1,CITY:MX000010
1941-01-01,2024-07-31,"Durango, MX",1,CITY:MX000011
1930-09-01,2024-07-31,"Guadalajara, MX",1,CITY:MX000012
1939-11-01,2024-07-31,"Guanajuato, MX",1,CITY:MX000013
1941-06-01,2024-07-31,"Hermosillo, MX",1,CITY:MX000014
1922-06-01,2024-07-31,"Jalapa, MX",1,CITY:MX000015
1940-01-01,2024-07-31,"La Paz, MX",1,CITY:MX000016
1959-03-16,2024-07-31,"Mazatlan, MX",1,CITY:MX000017
1952-08-01,2024-07-31,"Merida, MX",1,CITY:MX000018
1901-11-01,2024-08-02,"Mexicali, MX",1,CITY:MX000019
1921-01-01,2024-07-31,"Mexico City, MX",1,CITY:MX000020
1909-05-01,2024-07-31,"Monterrey, MX",1,CITY:MX000021
1922-01-01,2024-07-31,"Morelia, MX",1,CITY:MX000022
1923-08-09,2024-07-30,"Oaxaca, MX",1,CITY:MX000023
1922-11-01,2024-07-31,"Pachuca, MX",1,CITY:MX000024
1925-12-01,2024-07-31,"Puebla, MX",1,CITY:MX000025
1922-01-01,2024-07-31,"Queretaro, MX",1,CITY:MX000026
1907-07-01,2024-07-31,"Saltillo, MX",1,CITY:MX000027
1942-05-01,2024-07-31,"San Luis Potosi, MX",1,CITY:MX000028
1947-12-01,2024-07-31,"Tampico, MX",1,CITY:MX000029
1942-10-01,2024-07-31,"Tepic, MX",1,CITY:MX000030
1925-12-01,2024-07-31,"Tlaxcala, MX",1,CITY:MX000031
1923-08-01,2024-07-31,"Toluca, MX",1,CITY:MX000032
1942-10-01,2024-07-31,"Tuxtla Gutierrez, MX",1,CITY:MX000033
1921-01-01,2024-07-31,"Veracruz, MX",1,CITY:MX000034
1926-10-01,2024-07-31,"Villahermosa, MX",1,CITY:MX000035
1929-07-01,2024-07-31,"Zacatecas, MX",1,CITY:MX000036
1962-05-01,2024-07-31,"Johor Baharu, MY",0.9973,CITY:MY000003
1954-10-01,2024-07-31,"Kota Baharu, MY",0.8416,CITY:MY000005
1955-01-01,2024-07-31,"Kota Kinabalu, MY",0.8867,CITY:MY000006
1949-04-01,2024-07-31,"Kuala Lumpur, MY",1,CITY:MY000007
1954-10-01,2024-07-31,"Kuantan New Port, MY",0.9994,CITY:MY000009
1955-02-01,2024-07-31,"Kuching, MY",0.9994,CITY:MY000010
1949-02-01,2024-07-31,"Melaka, MY",1,CITY:MY000011
1949-01-01,2024-07-31,"Pinang, MY",0.9986,CITY:MY000012
1949-04-01,2024-07-31,"Shah Alam, MY",0.8084,CITY:MY000014
1951-01-01,2024-07-31,"Beira, MZ",0.8966,CITY:MZ000001
1951-01-01,2024-07-31,"Chimoio, MZ",0.9366,CITY:MZ000002
1951-01-01,2024-07-31,"Inhambane, MZ",1,CITY:MZ000003
1951-04-01,2024-07-31,"Lichinga, MZ",1,CITY:MZ000004
1973-01-01,2024-07-31,"Maputo, MZ",0.9673,CITY:MZ000005
1956-12-01,2024-07-31,"Nampula, MZ",0.9976,CITY:MZ000006
1973-01-01,2024-07-31,"Pemba, MZ",0.8671,CITY:MZ000007
1951-01-01,2024-07-31,"Quelimane, MZ",0.9993,CITY:MZ000008
1952-09-01,2024-07-31,"Tete, MZ",0.9206,CITY:MZ000009
1951-01-01,2024-07-31,"Xai-Xai, MZ",1,CITY:MZ000010
1945-01-01,2024-07-31,"Maradi, NG",0.9965,CITY:NG000001
1940-01-01,2024-07-31,"Niamey, NG",0.9967,CITY:NG000002
1939-02-01,2024-07-31,"Tahoua, NG",1,CITY:NG000003
1906-01-01,2024-07-31,"Zinder, NG",0.9025,CITY:NG000004
1973-06-08,2014-05-01,"Enugu, NI",1,CITY:NI000011
1973-03-26,2024-07-31,"Ilorin, NI",0.243,CITY:NI000013
1973-01-05,2024-07-29,"Jos, NI",0.2016,CITY:NI000015
1943-05-01,2024-07-27,"Kano, NI",0.3984,CITY:NI000017
1973-02-06,2024-07-31,"Lagos, NI",0.4079,CITY:NI000019
